,source,target,value,type,source layer,target layer,normalized value
0,KVD20,Initial triggering of complement,0.008470961906202612,0,0,1,0.00960486100019581
1,KVD20,Initial triggering of complement,0.00884521076647789,1,0,1,0.010029205758468624
2,KVD20,Regulation of Complement cascade,0.008470961906202612,0,0,1,0.00960486100019581
3,KVD20,Regulation of Complement cascade,0.00884521076647789,1,0,1,0.010029205758468624
4,KVD20,FCGR activation,0.008470961906202612,0,0,1,0.00960486100019581
5,KVD20,FCGR activation,0.00884521076647789,1,0,1,0.010029205758468624
6,KVD20,Regulation of actin dynamics for phagocytic cup formation,0.008470961906202612,0,0,1,0.00960486100019581
7,KVD20,Regulation of actin dynamics for phagocytic cup formation,0.00884521076647789,1,0,1,0.010029205758468624
8,KVD20,Role of phospholipids in phagocytosis,0.008470961906202612,0,0,1,0.00960486100019581
9,KVD20,Role of phospholipids in phagocytosis,0.00884521076647789,1,0,1,0.010029205758468624
10,KVD20,Role of LAT2/NTAL/LAB on calcium mobilization,0.008470961906202612,0,0,1,0.00960486100019581
11,KVD20,Role of LAT2/NTAL/LAB on calcium mobilization,0.00884521076647789,1,0,1,0.010029205758468624
12,KVD20,FCERI mediated MAPK activation,0.008470961906202612,0,0,1,0.00960486100019581
13,KVD20,FCERI mediated MAPK activation,0.00884521076647789,1,0,1,0.010029205758468624
14,KVD20,FCERI mediated Ca+2 mobilization,0.008470961906202612,0,0,1,0.00960486100019581
15,KVD20,FCERI mediated Ca+2 mobilization,0.00884521076647789,1,0,1,0.010029205758468624
16,KVD20,FCERI mediated NF-kB activation,0.008470961906202612,0,0,1,0.00960486100019581
17,KVD20,FCERI mediated NF-kB activation,0.00884521076647789,1,0,1,0.010029205758468624
18,KVD20,Parasite infection,0.008470961906202612,0,0,1,0.00960486100019581
19,KVD20,Parasite infection,0.00884521076647789,1,0,1,0.010029205758468624
20,KVD20,Leishmania parasite growth and survival,0.008470961906202612,0,0,1,0.00960486100019581
21,KVD20,Leishmania parasite growth and survival,0.00884521076647789,1,0,1,0.010029205758468624
22,KVD20,Potential therapeutics for SARS,0.008470961906202612,0,0,1,0.00960486100019581
23,KVD20,Potential therapeutics for SARS,0.00884521076647789,1,0,1,0.010029205758468624
24,KVD20,CD22 mediated BCR regulation,0.008470961906202612,0,0,1,0.00960486100019581
25,KVD20,CD22 mediated BCR regulation,0.00884521076647789,1,0,1,0.010029205758468624
26,KVD20,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,0.008470961906202612,0,0,1,0.00960486100019581
27,KVD20,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,0.00884521076647789,1,0,1,0.010029205758468624
28,KVD20,Cell surface interactions at the vascular wall,0.008470961906202612,0,0,1,0.00960486100019581
29,KVD20,Cell surface interactions at the vascular wall,0.00884521076647789,1,0,1,0.010029205758468624
30,KVD20,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,0.008470961906202612,0,0,1,0.00960486100019581
31,KVD20,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,0.00884521076647789,1,0,1,0.010029205758468624
32,KVD20,Scavenging of heme from plasma,0.008470961906202612,0,0,1,0.00960486100019581
33,KVD20,Scavenging of heme from plasma,0.00884521076647789,1,0,1,0.010029205758468624
34,IGLC7,Initial triggering of complement,0.0065805834241489235,0,0,1,0.0074614417806391714
35,IGLC7,Initial triggering of complement,0.006771037279753359,1,0,1,0.0076773892527547665
36,IGLC7,Regulation of Complement cascade,0.0065805834241489235,0,0,1,0.0074614417806391714
37,IGLC7,Regulation of Complement cascade,0.006771037279753359,1,0,1,0.0076773892527547665
38,IGLC7,FCGR activation,0.0065805834241489235,0,0,1,0.0074614417806391714
39,IGLC7,FCGR activation,0.006771037279753359,1,0,1,0.0076773892527547665
40,IGLC7,Regulation of actin dynamics for phagocytic cup formation,0.0065805834241489235,0,0,1,0.0074614417806391714
41,IGLC7,Regulation of actin dynamics for phagocytic cup formation,0.006771037279753359,1,0,1,0.0076773892527547665
42,IGLC7,Role of phospholipids in phagocytosis,0.0065805834241489235,0,0,1,0.0074614417806391714
43,IGLC7,Role of phospholipids in phagocytosis,0.006771037279753359,1,0,1,0.0076773892527547665
44,IGLC7,Role of LAT2/NTAL/LAB on calcium mobilization,0.0065805834241489235,0,0,1,0.0074614417806391714
45,IGLC7,Role of LAT2/NTAL/LAB on calcium mobilization,0.006771037279753359,1,0,1,0.0076773892527547665
46,IGLC7,FCERI mediated MAPK activation,0.0065805834241489235,0,0,1,0.0074614417806391714
47,IGLC7,FCERI mediated MAPK activation,0.006771037279753359,1,0,1,0.0076773892527547665
48,IGLC7,FCERI mediated Ca+2 mobilization,0.0065805834241489235,0,0,1,0.0074614417806391714
49,IGLC7,FCERI mediated Ca+2 mobilization,0.006771037279753359,1,0,1,0.0076773892527547665
50,IGLC7,FCERI mediated NF-kB activation,0.0065805834241489235,0,0,1,0.0074614417806391714
51,IGLC7,FCERI mediated NF-kB activation,0.006771037279753359,1,0,1,0.0076773892527547665
52,IGLC7,Parasite infection,0.0065805834241489235,0,0,1,0.0074614417806391714
53,IGLC7,Parasite infection,0.006771037279753359,1,0,1,0.0076773892527547665
54,IGLC7,Leishmania parasite growth and survival,0.0065805834241489235,0,0,1,0.0074614417806391714
55,IGLC7,Leishmania parasite growth and survival,0.006771037279753359,1,0,1,0.0076773892527547665
56,IGLC7,Potential therapeutics for SARS,0.0065805834241489235,0,0,1,0.0074614417806391714
57,IGLC7,Potential therapeutics for SARS,0.006771037279753359,1,0,1,0.0076773892527547665
58,IGLC7,CD22 mediated BCR regulation,0.0065805834241489235,0,0,1,0.0074614417806391714
59,IGLC7,CD22 mediated BCR regulation,0.006771037279753359,1,0,1,0.0076773892527547665
60,IGLC7,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,0.0065805834241489235,0,0,1,0.0074614417806391714
61,IGLC7,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,0.006771037279753359,1,0,1,0.0076773892527547665
62,IGLC7,Cell surface interactions at the vascular wall,0.0065805834241489235,0,0,1,0.0074614417806391714
63,IGLC7,Cell surface interactions at the vascular wall,0.006771037279753359,1,0,1,0.0076773892527547665
64,IGLC7,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,0.0065805834241489235,0,0,1,0.0074614417806391714
65,IGLC7,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,0.006771037279753359,1,0,1,0.0076773892527547665
66,IGLC7,Scavenging of heme from plasma,0.0065805834241489235,0,0,1,0.0074614417806391714
67,IGLC7,Scavenging of heme from plasma,0.006771037279753359,1,0,1,0.0076773892527547665
68,FCN3,Initial triggering of complement,0.0013221568431359275,0,0,1,0.001499137033006808
69,FCN3,Initial triggering of complement,0.0011861197769763058,1,0,1,0.0013448904284528583
70,CERU,Metal ion SLC transporters,0.00511393880280257,0,0,1,0.005798476242522206
71,CERU,Metal ion SLC transporters,0.006140782367844266,1,0,1,0.006962770194068529
72,CERU,Defective SLC40A1 causes hemochromatosis 4 (HFE4) (macrophages),0.00511393880280257,0,0,1,0.005798476242522206
73,CERU,Defective SLC40A1 causes hemochromatosis 4 (HFE4) (macrophages),0.006140782367844266,1,0,1,0.006962770194068529
74,CERU,Defective CP causes aceruloplasminemia (ACERULOP),0.00511393880280257,0,0,1,0.005798476242522206
75,CERU,Defective CP causes aceruloplasminemia (ACERULOP),0.006140782367844266,1,0,1,0.006962770194068529
76,CERU,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),0.00511393880280257,0,0,1,0.005798476242522206
77,CERU,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),0.006140782367844266,1,0,1,0.006962770194068529
78,CERU,Post-translational protein phosphorylation,0.00511393880280257,0,0,1,0.005798476242522206
79,CERU,Post-translational protein phosphorylation,0.006140782367844266,1,0,1,0.006962770194068529
80,F13A,Interleukin-4 and Interleukin-13 signaling,0.008995563422584897,0,0,1,0.010199684197506418
81,F13A,Interleukin-4 and Interleukin-13 signaling,0.008733645400112632,1,0,1,0.00990270656649497
82,F13A,Platelet degranulation ,0.008995563422584897,0,0,1,0.010199684197506418
83,F13A,Platelet degranulation ,0.008733645400112632,1,0,1,0.00990270656649497
84,F13A,Common Pathway of Fibrin Clot Formation,0.008995563422584897,0,0,1,0.010199684197506418
85,F13A,Common Pathway of Fibrin Clot Formation,0.008733645400112632,1,0,1,0.00990270656649497
86,THRB,"Gamma-carboxylation, transport, and amino-terminal cleavage of proteins",0.02018940165806726,0,0,1,0.02289189808076805
87,THRB,"Gamma-carboxylation, transport, and amino-terminal cleavage of proteins",0.018729637144564368,1,0,1,0.021236733602345903
88,THRB,Regulation of Complement cascade,0.02018940165806726,0,0,1,0.02289189808076805
89,THRB,Regulation of Complement cascade,0.018729637144564368,1,0,1,0.021236733602345903
90,THRB,Class A/1 (Rhodopsin-like receptors),0.02018940165806726,0,0,1,0.02289189808076805
91,THRB,Class A/1 (Rhodopsin-like receptors),0.018729637144564368,1,0,1,0.021236733602345903
92,THRB,G alpha (q) signalling events,0.02018940165806726,0,0,1,0.02289189808076805
93,THRB,G alpha (q) signalling events,0.018729637144564368,1,0,1,0.021236733602345903
94,THRB,Defective factor XII causes hereditary angioedema,0.02018940165806726,0,0,1,0.02289189808076805
95,THRB,Defective factor XII causes hereditary angioedema,0.018729637144564368,1,0,1,0.021236733602345903
96,THRB,Defective factor VIII causes hemophilia A,0.02018940165806726,0,0,1,0.02289189808076805
97,THRB,Defective factor VIII causes hemophilia A,0.018729637144564368,1,0,1,0.021236733602345903
98,THRB,Cell surface interactions at the vascular wall,0.02018940165806726,0,0,1,0.02289189808076805
99,THRB,Cell surface interactions at the vascular wall,0.018729637144564368,1,0,1,0.021236733602345903
100,THRB,Intrinsic Pathway of Fibrin Clot Formation,0.02018940165806726,0,0,1,0.02289189808076805
101,THRB,Intrinsic Pathway of Fibrin Clot Formation,0.018729637144564368,1,0,1,0.021236733602345903
102,THRB,Common Pathway of Fibrin Clot Formation,0.02018940165806726,0,0,1,0.02289189808076805
103,THRB,Common Pathway of Fibrin Clot Formation,0.018729637144564368,1,0,1,0.021236733602345903
104,THRB,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),0.02018940165806726,0,0,1,0.02289189808076805
105,THRB,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),0.018729637144564368,1,0,1,0.021236733602345903
106,THRB,Thrombin signalling through proteinase activated receptors (PARs),0.02018940165806726,0,0,1,0.02289189808076805
107,THRB,Thrombin signalling through proteinase activated receptors (PARs),0.018729637144564368,1,0,1,0.021236733602345903
108,FA9,"Gamma-carboxylation, transport, and amino-terminal cleavage of proteins",0.01330550235381248,0,0,1,0.015086539410898669
109,FA9,"Gamma-carboxylation, transport, and amino-terminal cleavage of proteins",0.014301789723825743,1,0,1,0.016216187001241545
110,FA9,Defective factor VIII causes hemophilia A,0.01330550235381248,0,0,1,0.015086539410898669
111,FA9,Defective factor VIII causes hemophilia A,0.014301789723825743,1,0,1,0.016216187001241545
112,FA9,Defective factor IX causes hemophilia B,0.01330550235381248,0,0,1,0.015086539410898669
113,FA9,Defective factor IX causes hemophilia B,0.014301789723825743,1,0,1,0.016216187001241545
114,FA9,Defective factor IX causes thrombophilia,0.01330550235381248,0,0,1,0.015086539410898669
115,FA9,Defective factor IX causes thrombophilia,0.014301789723825743,1,0,1,0.016216187001241545
116,FA9,Extrinsic Pathway of Fibrin Clot Formation,0.01330550235381248,0,0,1,0.015086539410898669
117,FA9,Extrinsic Pathway of Fibrin Clot Formation,0.014301789723825743,1,0,1,0.016216187001241545
118,FA9,Intrinsic Pathway of Fibrin Clot Formation,0.01330550235381248,0,0,1,0.015086539410898669
119,FA9,Intrinsic Pathway of Fibrin Clot Formation,0.014301789723825743,1,0,1,0.016216187001241545
120,FA10,"Gamma-carboxylation, transport, and amino-terminal cleavage of proteins",0.007379063695933608,0,0,1,0.008366804371902254
121,FA10,"Gamma-carboxylation, transport, and amino-terminal cleavage of proteins",0.009407351910537622,1,0,1,0.010666593532250405
122,FA10,Defective factor VIII causes hemophilia A,0.007379063695933608,0,0,1,0.008366804371902254
