,source,target,value,type,source layer,target layer,normalized value
0,IGLC7,Initial triggering of complement,0.007152421740923776,0,0,1,0.007834582777450206
1,IGLC7,Initial triggering of complement,0.007572073269597619,1,0,1,0.008294258501026051
2,IGLC7,Regulation of Complement cascade,0.007152421740923776,0,0,1,0.007834582777450206
3,IGLC7,Regulation of Complement cascade,0.007572073269597619,1,0,1,0.008294258501026051
4,IGLC7,FCGR activation,0.007152421740923776,0,0,1,0.007834582777450206
5,IGLC7,FCGR activation,0.007572073269597619,1,0,1,0.008294258501026051
6,IGLC7,Regulation of actin dynamics for phagocytic cup formation,0.007152421740923776,0,0,1,0.007834582777450206
7,IGLC7,Regulation of actin dynamics for phagocytic cup formation,0.007572073269597619,1,0,1,0.008294258501026051
8,IGLC7,Role of phospholipids in phagocytosis,0.007152421740923776,0,0,1,0.007834582777450206
9,IGLC7,Role of phospholipids in phagocytosis,0.007572073269597619,1,0,1,0.008294258501026051
10,IGLC7,Role of LAT2/NTAL/LAB on calcium mobilization,0.007152421740923776,0,0,1,0.007834582777450206
11,IGLC7,Role of LAT2/NTAL/LAB on calcium mobilization,0.007572073269597619,1,0,1,0.008294258501026051
12,IGLC7,FCERI mediated MAPK activation,0.007152421740923776,0,0,1,0.007834582777450206
13,IGLC7,FCERI mediated MAPK activation,0.007572073269597619,1,0,1,0.008294258501026051
14,IGLC7,FCERI mediated Ca+2 mobilization,0.007152421740923776,0,0,1,0.007834582777450206
15,IGLC7,FCERI mediated Ca+2 mobilization,0.007572073269597619,1,0,1,0.008294258501026051
16,IGLC7,FCERI mediated NF-kB activation,0.007152421740923776,0,0,1,0.007834582777450206
17,IGLC7,FCERI mediated NF-kB activation,0.007572073269597619,1,0,1,0.008294258501026051
18,IGLC7,Parasite infection,0.007152421740923776,0,0,1,0.007834582777450206
19,IGLC7,Parasite infection,0.007572073269597619,1,0,1,0.008294258501026051
20,IGLC7,Leishmania parasite growth and survival,0.007152421740923776,0,0,1,0.007834582777450206
21,IGLC7,Leishmania parasite growth and survival,0.007572073269597619,1,0,1,0.008294258501026051
22,IGLC7,Potential therapeutics for SARS,0.007152421740923776,0,0,1,0.007834582777450206
23,IGLC7,Potential therapeutics for SARS,0.007572073269597619,1,0,1,0.008294258501026051
24,IGLC7,CD22 mediated BCR regulation,0.007152421740923776,0,0,1,0.007834582777450206
25,IGLC7,CD22 mediated BCR regulation,0.007572073269597619,1,0,1,0.008294258501026051
26,IGLC7,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,0.007152421740923776,0,0,1,0.007834582777450206
27,IGLC7,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,0.007572073269597619,1,0,1,0.008294258501026051
28,IGLC7,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,0.007152421740923776,0,0,1,0.007834582777450206
29,IGLC7,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,0.007572073269597619,1,0,1,0.008294258501026051
30,IGLC7,Scavenging of heme from plasma,0.007152421740923776,0,0,1,0.007834582777450206
31,IGLC7,Scavenging of heme from plasma,0.007572073269597619,1,0,1,0.008294258501026051
32,RB27B,Platelet degranulation ,3.990567627245116e-05,0,0,1,4.371167352419985e-05
33,RB27B,Platelet degranulation ,2.009147094030466e-05,1,0,1,2.2007691646860584e-05
34,RB27B,RAB GEFs exchange GTP for GDP on RABs,3.990567627245116e-05,0,0,1,4.371167352419985e-05
35,RB27B,RAB GEFs exchange GTP for GDP on RABs,2.009147094030466e-05,1,0,1,2.2007691646860584e-05
36,RB27B,RAB geranylgeranylation,3.990567627245116e-05,0,0,1,4.371167352419985e-05
37,RB27B,RAB geranylgeranylation,2.009147094030466e-05,1,0,1,2.2007691646860584e-05
38,QSOX1,Platelet degranulation ,0.003961318839501842,0,0,1,0.004339128966399818
39,QSOX1,Platelet degranulation ,0.0034754165697237567,1,0,1,0.00380688384828187
40,QSOX1,Neutrophil degranulation,0.003961318839501842,0,0,1,0.004339128966399818
41,QSOX1,Neutrophil degranulation,0.0034754165697237567,1,0,1,0.00380688384828187
42,QSOX1,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),0.003961318839501842,0,0,1,0.004339128966399818
43,QSOX1,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),0.0034754165697237567,1,0,1,0.00380688384828187
44,QSOX1,Post-translational protein phosphorylation,0.003961318839501842,0,0,1,0.004339128966399818
45,QSOX1,Post-translational protein phosphorylation,0.0034754165697237567,1,0,1,0.00380688384828187
46,NRP1,Neurophilin interactions with VEGF and VEGFR,0.0004683404194605052,0,0,1,0.0005130083092408887
47,NRP1,Neurophilin interactions with VEGF and VEGFR,0.0005623958433282353,1,0,1,0.0006160342535505883
48,NRP1,Semaphorin interactions,0.0004683404194605052,0,0,1,0.0005130083092408887
49,NRP1,Semaphorin interactions,0.0005623958433282353,1,0,1,0.0006160342535505883
50,NRP1,L1CAM interactions,0.0004683404194605052,0,0,1,0.0005130083092408887
51,NRP1,L1CAM interactions,0.0005623958433282353,1,0,1,0.0006160342535505883
52,NRP1,Signaling by ROBO receptors,0.0004683404194605052,0,0,1,0.0005130083092408887
53,NRP1,Signaling by ROBO receptors,0.0005623958433282353,1,0,1,0.0006160342535505883
54,NRP1,SARS-CoV-2 Infection,0.0004683404194605052,0,0,1,0.0005130083092408887
55,NRP1,SARS-CoV-2 Infection,0.0005623958433282353,1,0,1,0.0006160342535505883
56,APOL1,Scavenging of heme from plasma,0.0030840168324891056,0,0,1,0.00337815442606507
57,APOL1,Scavenging of heme from plasma,0.003328553159135112,1,0,1,0.0036460133642817498
58,APOL1,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),0.0030840168324891056,0,0,1,0.00337815442606507
59,APOL1,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),0.003328553159135112,1,0,1,0.0036460133642817498
60,APOL1,Post-translational protein phosphorylation,0.0030840168324891056,0,0,1,0.00337815442606507
61,APOL1,Post-translational protein phosphorylation,0.003328553159135112,1,0,1,0.0036460133642817498
62,ARPC3,RHO GTPase Effectors,0.0003116580457091987,0,0,1,0.00034138238009601997
63,ARPC3,RHO GTPase Effectors,0.0002941117750797183,1,0,1,0.0003221626368172277
64,ARPC3,Regulation of actin dynamics for phagocytic cup formation,0.0003116580457091987,0,0,1,0.00034138238009601997
