,source,target,value,type,source layer,target layer,normalized value
0,IGLC7,Initial triggering of complement,0.003674122808633495,0,0,1,0.004011238105711954
1,IGLC7,Initial triggering of complement,0.003944251939848179,1,0,1,0.004306152652946212
2,IGLC7,Regulation of Complement cascade,0.003674122808633495,0,0,1,0.004011238105711954
3,IGLC7,Regulation of Complement cascade,0.003944251939848179,1,0,1,0.004306152652946212
4,IGLC7,FCGR activation,0.003674122808633495,0,0,1,0.004011238105711954
5,IGLC7,FCGR activation,0.003944251939848179,1,0,1,0.004306152652946212
6,IGLC7,Regulation of actin dynamics for phagocytic cup formation,0.003674122808633495,0,0,1,0.004011238105711954
7,IGLC7,Regulation of actin dynamics for phagocytic cup formation,0.003944251939848179,1,0,1,0.004306152652946212
8,IGLC7,Role of phospholipids in phagocytosis,0.003674122808633495,0,0,1,0.004011238105711954
9,IGLC7,Role of phospholipids in phagocytosis,0.003944251939848179,1,0,1,0.004306152652946212
10,IGLC7,Role of LAT2/NTAL/LAB on calcium mobilization,0.003674122808633495,0,0,1,0.004011238105711954
11,IGLC7,Role of LAT2/NTAL/LAB on calcium mobilization,0.003944251939848179,1,0,1,0.004306152652946212
12,IGLC7,FCERI mediated MAPK activation,0.003674122808633495,0,0,1,0.004011238105711954
13,IGLC7,FCERI mediated MAPK activation,0.003944251939848179,1,0,1,0.004306152652946212
14,IGLC7,FCERI mediated Ca+2 mobilization,0.003674122808633495,0,0,1,0.004011238105711954
15,IGLC7,FCERI mediated Ca+2 mobilization,0.003944251939848179,1,0,1,0.004306152652946212
16,IGLC7,FCERI mediated NF-kB activation,0.003674122808633495,0,0,1,0.004011238105711954
17,IGLC7,FCERI mediated NF-kB activation,0.003944251939848179,1,0,1,0.004306152652946212
18,IGLC7,Parasite infection,0.003674122808633495,0,0,1,0.004011238105711954
19,IGLC7,Parasite infection,0.003944251939848179,1,0,1,0.004306152652946212
20,IGLC7,Leishmania parasite growth and survival,0.003674122808633495,0,0,1,0.004011238105711954
21,IGLC7,Leishmania parasite growth and survival,0.003944251939848179,1,0,1,0.004306152652946212
22,IGLC7,Potential therapeutics for SARS,0.003674122808633495,0,0,1,0.004011238105711954
23,IGLC7,Potential therapeutics for SARS,0.003944251939848179,1,0,1,0.004306152652946212
24,IGLC7,CD22 mediated BCR regulation,0.003674122808633495,0,0,1,0.004011238105711954
25,IGLC7,CD22 mediated BCR regulation,0.003944251939848179,1,0,1,0.004306152652946212
26,IGLC7,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,0.003674122808633495,0,0,1,0.004011238105711954
27,IGLC7,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,0.003944251939848179,1,0,1,0.004306152652946212
28,IGLC7,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,0.003674122808633495,0,0,1,0.004011238105711954
29,IGLC7,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,0.003944251939848179,1,0,1,0.004306152652946212
30,IGLC7,Scavenging of heme from plasma,0.003674122808633495,0,0,1,0.004011238105711954
31,IGLC7,Scavenging of heme from plasma,0.003944251939848179,1,0,1,0.004306152652946212
32,RB27B,Platelet degranulation ,1.5159943851580152e-05,0,0,1,1.655092865023989e-05
33,RB27B,Platelet degranulation ,0.0001503991923984848,1,0,1,0.000164198913057423
34,RB27B,RAB GEFs exchange GTP for GDP on RABs,1.5159943851580152e-05,0,0,1,1.655092865023989e-05
35,RB27B,RAB GEFs exchange GTP for GDP on RABs,0.0001503991923984848,1,0,1,0.000164198913057423
36,RB27B,RAB geranylgeranylation,1.5159943851580152e-05,0,0,1,1.655092865023989e-05
37,RB27B,RAB geranylgeranylation,0.0001503991923984848,1,0,1,0.000164198913057423
38,QSOX1,Platelet degranulation ,0.0023209629601984804,0,0,1,0.0025339204900874774
39,QSOX1,Platelet degranulation ,0.0018211304576454246,1,0,1,0.001988226378828339
40,QSOX1,Neutrophil degranulation,0.0023209629601984804,0,0,1,0.0025339204900874774
41,QSOX1,Neutrophil degranulation,0.0018211304576454246,1,0,1,0.001988226378828339
42,QSOX1,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),0.0023209629601984804,0,0,1,0.0025339204900874774
43,QSOX1,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),0.0018211304576454246,1,0,1,0.001988226378828339
