,source,target,value,type,source layer,target layer,normalized value
0,IGLC7,Initial triggering of complement,0.00040079407483459864,0,0,1,0.0004255159370467968
1,IGLC7,Initial triggering of complement,0.00019585201050227477,1,0,1,0.00020793259432731604
2,IGLC7,Regulation of Complement cascade,0.00040079407483459864,0,0,1,0.0004255159370467968
3,IGLC7,Regulation of Complement cascade,0.00019585201050227477,1,0,1,0.00020793259432731604
4,IGLC7,FCGR activation,0.00040079407483459864,0,0,1,0.0004255159370467968
5,IGLC7,FCGR activation,0.00019585201050227477,1,0,1,0.00020793259432731604
6,IGLC7,Regulation of actin dynamics for phagocytic cup formation,0.00040079407483459864,0,0,1,0.0004255159370467968
7,IGLC7,Regulation of actin dynamics for phagocytic cup formation,0.00019585201050227477,1,0,1,0.00020793259432731604
8,IGLC7,Role of phospholipids in phagocytosis,0.00040079407483459864,0,0,1,0.0004255159370467968
9,IGLC7,Role of phospholipids in phagocytosis,0.00019585201050227477,1,0,1,0.00020793259432731604
10,IGLC7,Role of LAT2/NTAL/LAB on calcium mobilization,0.00040079407483459864,0,0,1,0.0004255159370467968
11,IGLC7,Role of LAT2/NTAL/LAB on calcium mobilization,0.00019585201050227477,1,0,1,0.00020793259432731604
12,IGLC7,FCERI mediated MAPK activation,0.00040079407483459864,0,0,1,0.0004255159370467968
13,IGLC7,FCERI mediated MAPK activation,0.00019585201050227477,1,0,1,0.00020793259432731604
14,IGLC7,FCERI mediated Ca+2 mobilization,0.00040079407483459864,0,0,1,0.0004255159370467968
15,IGLC7,FCERI mediated Ca+2 mobilization,0.00019585201050227477,1,0,1,0.00020793259432731604
16,IGLC7,FCERI mediated NF-kB activation,0.00040079407483459864,0,0,1,0.0004255159370467968
17,IGLC7,FCERI mediated NF-kB activation,0.00019585201050227477,1,0,1,0.00020793259432731604
18,IGLC7,Parasite infection,0.00040079407483459864,0,0,1,0.0004255159370467968
19,IGLC7,Parasite infection,0.00019585201050227477,1,0,1,0.00020793259432731604
20,IGLC7,Leishmania parasite growth and survival,0.00040079407483459864,0,0,1,0.0004255159370467968
21,IGLC7,Leishmania parasite growth and survival,0.00019585201050227477,1,0,1,0.00020793259432731604
22,IGLC7,Potential therapeutics for SARS,0.00040079407483459864,0,0,1,0.0004255159370467968
23,IGLC7,Potential therapeutics for SARS,0.00019585201050227477,1,0,1,0.00020793259432731604
24,IGLC7,CD22 mediated BCR regulation,0.00040079407483459864,0,0,1,0.0004255159370467968
25,IGLC7,CD22 mediated BCR regulation,0.00019585201050227477,1,0,1,0.00020793259432731604
26,IGLC7,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,0.00040079407483459864,0,0,1,0.0004255159370467968
27,IGLC7,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,0.00019585201050227477,1,0,1,0.00020793259432731604
28,IGLC7,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,0.00040079407483459864,0,0,1,0.0004255159370467968
29,IGLC7,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,0.00019585201050227477,1,0,1,0.00020793259432731604
30,IGLC7,Scavenging of heme from plasma,0.00040079407483459864,0,0,1,0.0004255159370467968
31,IGLC7,Scavenging of heme from plasma,0.00019585201050227477,1,0,1,0.00020793259432731604
32,RB27B,Platelet degranulation ,6.466151787351337e-05,0,0,1,6.864998286257361e-05
33,RB27B,Platelet degranulation ,3.39427488004472e-05,1,0,1,3.6036412383907626e-05
34,RB27B,RAB GEFs exchange GTP for GDP on RABs,6.466151787351337e-05,0,0,1,6.864998286257361e-05
35,RB27B,RAB GEFs exchange GTP for GDP on RABs,3.39427488004472e-05,1,0,1,3.6036412383907626e-05
36,RB27B,RAB geranylgeranylation,6.466151787351337e-05,0,0,1,6.864998286257361e-05
37,RB27B,RAB geranylgeranylation,3.39427488004472e-05,1,0,1,3.6036412383907626e-05
38,QSOX1,Platelet degranulation ,0.00013187207935869377,0,0,1,0.000140006239966949
39,QSOX1,Platelet degranulation ,0.0002171722228998766,1,0,1,0.00023056788443270542
40,QSOX1,Neutrophil degranulation,0.00013187207935869377,0,0,1,0.000140006239966949
